,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,InternetService_1,InternetService_2,Contract_1,Contract_2,PaymentMethod_1,PaymentMethod_2,PaymentMethod_3
2135,0,0,0,0,56,1,1,1,1,0,0,1,1,1,1407,5785,0,True,False,False,False,True,False,False
2136,1,0,0,1,15,1,1,0,1,0,0,1,0,1,1113,3123,0,True,False,False,False,False,True,False
2137,1,0,1,1,12,1,1,0,0,0,0,0,0,1,100,1172,0,False,True,False,True,False,False,False
2138,0,0,1,1,54,1,0,1,0,1,1,0,1,0,714,4821,0,False,False,False,True,False,False,False
2139,0,0,0,0,7,1,0,0,0,0,0,1,1,1,662,1514,0,False,False,False,False,False,True,False
2140,0,0,1,1,33,1,1,0,0,0,0,0,1,0,1018,4206,1,True,False,False,False,True,False,False
2141,1,0,1,1,16,1,0,0,0,0,0,0,0,0,32,1251,0,False,True,False,False,False,True,False
2142,0,0,0,1,21,1,0,1,0,1,0,0,1,0,625,2972,0,False,False,True,False,False,False,True
2143,1,1,1,0,30,1,1,0,0,1,0,1,1,0,804,3830,0,False,False,False,True,False,True,False
2144,1,0,0,0,3,1,0,0,0,0,1,0,0,1,386,663,0,False,False,False,False,False,False,True
2145,1,0,0,0,11,1,0,0,0,1,0,0,0,0,766,2169,0,True,False,False,False,False,True,False
2146,0,0,0,0,62,1,1,1,1,1,1,1,1,1,1546,6246,0,True,False,True,False,True,False,False
2147,1,0,0,0,18,1,0,0,0,0,0,0,0,0,9,1270,0,False,True,False,False,False,True,False
2148,1,0,0,1,6,1,0,0,0,0,0,0,0,0,20,593,0,False,True,False,False,False,False,True
2149,0,0,0,0,46,1,1,0,0,1,0,1,1,1,1303,5225,0,True,False,True,False,False,True,False
2150,1,0,0,0,21,1,1,0,0,0,0,0,1,1,977,3454,0,True,False,False,False,False,True,False
2151,1,0,0,0,68,1,1,0,0,0,0,0,0,1,75,3204,0,False,True,False,True,False,False,False
2152,0,0,0,0,1,1,1,0,0,0,0,0,0,1,378,191,0,False,False,False,False,False,True,False
2153,0,0,1,0,25,1,0,0,0,1,0,0,0,1,799,3528,0,True,False,False,False,False,True,False
2154,0,0,0,1,24,1,0,0,0,0,0,0,0,0,24,1601,0,False,True,False,True,False,False,True
2155,0,0,1,0,30,1,1,0,0,0,0,0,1,1,995,4133,1,True,False,False,False,False,True,False
2156,0,0,0,0,2,1,0,0,0,0,0,0,1,0,911,793,1,True,False,False,False,False,True,False
2157,1,0,1,0,51,1,1,0,1,1,0,1,1,1,1411,5604,0,True,False,True,False,False,False,False
2158,0,0,1,1,57,1,1,1,0,1,1,1,1,1,985,5307,0,False,False,False,True,False,True,False
2159,0,0,0,0,15,1,1,0,0,0,0,0,0,0,93,1313,0,False,True,False,True,False,False,False
2160,0,0,1,1,72,1,0,1,1,1,1,1,1,1,969,5879,0,False,False,False,True,False,False,False
2161,0,0,0,0,2,1,0,0,0,1,0,0,0,1,823,712,1,True,False,False,False,False,True,False
2162,1,0,1,0,28,1,1,0,1,1,0,1,0,0,1219,4176,0,True,False,False,False,True,False,False
2163,1,1,1,0,29,1,1,0,0,1,0,1,1,1,1252,4349,1,True,False,False,False,False,True,False
2164,1,0,1,1,70,1,0,1,1,1,1,1,0,1,1303,6201,0,True,False,False,True,True,False,False
2165,0,0,0,0,13,1,0,0,0,0,0,0,0,0,33,1074,0,False,True,True,False,False,False,True
2166,0,1,1,0,59,1,1,1,1,1,1,0,0,1,1169,5597,0,True,False,True,False,False,True,False
2167,1,1,1,0,13,1,1,0,0,0,0,1,1,1,1193,2813,1,True,False,False,False,False,True,False
2168,1,1,1,0,7,1,1,0,0,0,0,0,0,1,795,1659,1,True,False,False,False,False,False,True
2169,0,0,1,0,62,1,0,1,0,1,1,1,1,0,920,5395,0,False,False,False,True,False,False,True
2170,0,0,0,0,21,1,0,1,0,1,1,0,0,1,548,2850,0,False,False,True,False,False,True,False
2171,0,0,0,0,2,1,0,0,0,1,0,0,1,0,560,549,0,False,False,False,False,False,True,False
2172,0,0,0,0,1,1,0,0,0,0,0,0,0,0,284,128,0,False,False,False,False,True,False,False
2173,1,0,0,0,4,1,0,0,0,1,0,0,1,0,1016,1162,0,True,False,False,False,False,True,False
2174,0,0,0,0,19,1,0,0,0,0,0,0,0,0,34,1342,0,False,True,True,False,True,False,False
2175,0,0,0,0,30,1,0,0,0,0,1,1,0,0,998,4094,1,True,False,False,False,False,True,False
2176,1,0,1,1,67,1,0,0,0,0,0,0,0,1,17,2894,0,False,True,False,True,True,False,False
2177,1,1,1,0,72,1,1,1,1,1,0,0,1,1,1330,6351,0,True,False,False,True,True,False,False
2178,1,0,1,0,53,1,0,0,0,0,0,0,0,0,27,2632,0,False,True,False,True,True,False,False
2179,0,0,0,0,5,1,0,0,0,0,0,0,0,0,20,505,0,False,True,True,False,False,True,False
2180,1,1,1,0,71,1,0,0,1,1,1,0,1,1,1198,6105,0,True,False,False,True,True,False,False
2181,0,0,1,1,50,1,1,0,1,1,1,1,1,1,978,4989,0,False,False,True,False,True,False,False
2182,1,0,1,1,56,1,1,0,0,1,1,1,1,1,1340,5776,0,True,False,False,True,False,True,False
2183,1,0,0,0,2,1,0,0,0,0,1,0,0,1,380,541,0,False,False,False,False,True,False,False
2184,0,1,0,0,2,1,1,0,0,1,0,0,1,1,1064,778,1,True,False,False,False,False,True,False
2185,1,0,1,1,24,1,1,1,0,0,0,0,0,0,454,2976,1,False,False,False,False,False,True,False
2186,1,0,1,1,46,1,0,0,0,0,0,0,0,0,28,2248,0,False,True,False,True,True,False,False
2187,1,0,1,0,71,1,1,1,1,1,1,1,1,1,1562,6525,0,True,False,False,True,False,True,False
2188,0,0,0,0,29,0,0,0,0,0,1,0,0,1,163,2348,0,False,False,False,False,False,True,False
2189,1,0,1,1,69,1,1,0,0,0,0,0,0,0,81,3434,0,False,True,False,True,False,False,False
2190,1,0,1,0,71,1,1,0,1,1,1,1,1,0,979,5813,0,False,False,False,True,True,False,False
2191,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1119,463,1,True,False,False,False,False,True,False
2192,1,1,1,0,56,1,0,1,1,1,1,1,1,1,1008,5301,0,False,False,False,True,False,False,False
2193,1,0,0,1,56,1,0,0,0,0,0,0,0,1,53,2822,0,False,True,True,False,False,False,True
2194,1,0,0,0,1,1,0,0,0,0,0,1,0,1,890,385,1,True,False,False,False,False,True,False
2195,0,0,1,0,28,1,1,0,0,0,0,0,0,0,103,1917,0,False,True,True,False,False,False,True
2196,0,0,1,1,19,1,0,0,0,0,0,0,0,0,33,1339,0,False,True,False,False,False,False,True
2197,1,0,1,0,66,1,1,0,0,0,1,0,1,0,605,5033,0,False,False,False,False,False,True,False
2198,0,0,1,1,17,1,1,0,0,1,1,0,0,1,580,2576,0,False,False,True,False,False,False,True
2199,1,0,1,1,52,1,1,0,0,0,0,0,0,0,107,2986,0,False,True,False,True,False,False,True
2200,0,0,0,0,19,1,0,0,1,0,0,1,0,0,510,2534,0,False,False,True,False,False,True,False
2201,0,0,0,0,36,1,0,1,1,1,1,1,1,0,1012,4348,0,False,False,True,False,False,False,False
2202,1,1,1,0,7,1,0,0,0,0,0,0,0,1,717,1531,1,True,False,False,False,False,False,True
2203,1,0,1,1,72,1,1,1,1,1,1,0,1,1,1373,6345,0,True,False,True,False,True,False,False
2204,1,0,1,1,67,1,1,1,1,1,0,1,1,1,1492,6333,1,True,False,True,False,False,True,False
2205,1,1,0,0,34,1,0,0,1,1,0,1,1,1,1278,4547,0,True,False,True,False,False,True,False
2206,1,1,1,0,57,1,1,0,1,1,0,0,1,1,1193,5566,1,True,False,False,False,False,False,False
2207,0,0,1,0,7,1,0,0,0,1,0,1,0,1,1020,1773,1,True,False,False,False,False,True,False
2208,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1297,512,1,True,False,False,False,False,True,False
2209,1,0,1,0,8,1,0,0,0,0,0,0,0,1,20,715,0,False,True,False,False,False,False,False
2210,0,0,0,0,69,1,1,0,0,1,1,1,1,0,1355,6209,0,True,False,False,True,False,True,False
2211,0,0,1,0,50,1,1,1,0,1,0,1,1,1,1363,5496,0,True,False,True,False,False,False,True
2212,1,0,0,0,10,1,0,0,0,0,0,0,0,0,19,924,0,False,True,True,False,False,False,True
2213,0,0,1,1,12,1,1,0,0,0,0,0,0,0,97,1078,0,False,True,False,True,True,False,False
2214,0,0,0,0,14,1,0,0,1,0,0,0,1,1,1021,2734,1,True,False,False,False,False,True,False
2215,0,0,1,0,70,0,0,1,0,1,1,0,1,1,373,4565,0,False,False,False,True,False,False,False
2216,0,1,0,0,64,1,1,1,0,1,1,1,1,1,1449,6237,0,True,False,False,False,False,False,False
2217,0,0,1,1,66,1,1,1,1,1,1,1,1,0,1091,5815,0,False,False,False,True,True,False,False
2218,0,0,1,1,71,1,0,1,0,1,1,1,1,1,940,5838,0,False,False,False,True,True,False,False
2219,1,1,0,0,20,1,0,0,0,0,0,1,1,0,1092,3363,0,True,False,False,False,False,True,False
2220,1,0,1,0,72,1,0,1,1,0,1,1,1,1,887,5728,0,False,False,False,True,False,False,False
2221,0,0,1,1,71,1,0,1,1,1,1,0,0,0,609,5140,0,False,False,False,True,True,False,False
2222,1,0,1,1,38,1,1,0,0,1,0,1,1,1,1304,4868,0,True,False,False,False,True,False,False
2223,0,0,0,0,28,1,1,0,1,0,0,0,1,1,1092,4135,1,True,False,False,False,False,True,False
2224,1,1,1,0,17,1,0,0,1,0,0,0,0,1,836,2812,1,True,False,False,False,False,True,False
2225,1,0,0,0,33,0,0,0,1,0,0,1,0,1,227,2933,0,False,False,True,False,False,True,False
2226,0,0,1,1,23,0,0,1,0,0,1,0,0,0,183,2161,0,False,False,False,True,False,False,True
2227,1,0,1,1,58,1,0,0,0,0,0,0,0,1,20,2631,0,False,True,True,False,False,True,False
2228,0,1,1,0,70,1,1,0,1,0,1,1,1,1,1364,6303,0,True,False,False,True,False,False,False
2229,1,0,1,0,4,1,0,0,0,0,0,0,0,0,725,1119,0,True,False,False,False,False,True,False
2230,1,0,1,1,45,1,0,0,0,0,0,0,0,0,36,2355,0,False,True,False,True,False,False,True
2231,1,0,0,0,10,1,0,0,0,0,0,0,0,1,715,2034,1,True,False,False,False,False,True,False
2232,1,0,1,1,36,1,0,0,0,0,0,0,0,0,18,2058,0,False,True,False,True,True,False,False
2233,1,0,0,0,54,1,0,1,1,0,1,1,0,1,713,4829,0,False,False,False,False,False,False,True
2234,1,0,1,1,23,1,1,0,1,0,1,0,0,0,537,3089,0,False,False,False,True,False,False,True
2235,0,0,1,1,41,1,1,1,1,1,0,1,0,1,867,4482,0,False,False,True,False,True,False,False
2236,1,1,0,0,5,1,0,0,0,0,0,0,0,1,743,1323,0,True,False,False,False,False,False,True
2237,1,0,1,1,27,0,0,0,1,1,0,0,1,1,322,2833,0,False,False,True,False,True,False,False
2238,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1205,493,0,True,False,False,False,False,True,False
2239,0,0,1,1,67,0,0,1,0,0,1,0,0,0,203,4082,0,False,False,False,True,True,False,False
2240,0,1,1,1,72,1,1,1,1,1,1,1,1,1,1084,6018,0,False,False,False,True,True,False,False
2241,0,0,1,1,56,1,1,0,0,0,0,0,0,1,91,3174,0,False,True,False,True,True,False,False
2242,1,0,1,1,44,1,1,0,0,0,0,0,0,0,89,2485,0,False,True,True,False,False,True,False
2243,0,1,1,0,66,1,1,0,1,0,0,1,1,1,1297,6098,0,True,False,False,False,False,True,False
2244,0,0,0,0,34,1,1,1,1,0,1,0,0,1,616,3777,1,False,False,True,False,False,False,True
2245,0,0,1,0,69,1,1,0,0,1,1,1,1,0,1382,6269,0,True,False,False,True,False,False,False
2246,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1326,518,1,True,False,False,False,False,True,False
2247,0,0,0,0,40,1,0,0,0,0,0,0,0,0,22,2192,0,False,True,False,True,True,False,False
2248,1,0,1,1,30,1,1,1,0,0,0,0,0,1,448,3305,0,False,False,False,False,False,False,False
2249,0,0,0,0,11,1,0,0,0,0,1,1,1,0,725,2190,0,False,False,False,False,False,False,True
2250,0,0,0,0,15,1,0,0,0,0,0,0,0,0,31,1147,0,False,True,True,False,True,False,False
2251,1,0,0,0,11,1,0,0,0,1,0,1,1,1,702,1992,0,False,False,False,False,False,True,False
2252,0,0,1,1,64,1,0,0,0,0,0,0,0,0,25,2971,0,False,True,True,False,False,False,False
2253,1,1,1,0,72,1,0,1,1,1,1,1,0,0,795,5548,0,False,False,False,True,False,False,False
2254,1,1,1,0,72,1,1,1,1,1,1,0,0,1,1150,6116,0,True,False,False,True,False,False,False
2255,0,0,0,1,1,1,0,1,0,0,0,0,0,0,400,204,0,False,False,False,False,False,False,True
2256,0,0,0,1,15,1,0,1,1,1,1,0,0,0,640,2477,0,False,False,True,False,True,False,False
2257,0,0,0,0,60,1,1,0,0,1,1,1,1,0,911,5308,0,False,False,True,False,True,False,False
2258,1,0,0,0,56,1,0,1,0,1,0,0,0,0,420,4363,0,False,False,True,False,False,False,True
2259,0,0,0,0,8,1,0,0,0,0,0,0,0,0,46,718,0,False,True,False,True,False,False,True
2260,0,0,0,0,3,1,0,0,0,1,1,0,0,0,902,890,1,True,False,False,False,True,False,False
2261,0,0,1,0,49,1,1,0,0,0,0,0,0,1,415,4108,0,False,False,False,False,True,False,False
2262,0,0,0,0,2,1,0,0,0,0,0,1,0,1,904,654,1,True,False,False,False,False,True,False
2263,0,0,0,0,6,1,0,1,1,1,1,0,1,1,1245,1737,1,True,False,False,False,False,False,False
2264,1,0,0,0,70,1,1,1,1,1,1,1,1,1,1544,6384,0,True,False,False,True,False,False,False
2265,1,0,0,0,12,1,1,0,1,1,1,1,1,1,1513,3039,1,True,False,False,False,False,False,True
2266,1,1,1,0,52,1,0,1,0,1,1,1,1,1,1364,5596,0,True,False,True,False,False,False,False
2267,0,0,1,0,72,1,1,1,1,1,1,1,1,1,1525,6473,0,True,False,False,True,True,False,False
2268,0,0,0,0,40,1,0,0,0,0,0,0,0,1,41,2183,0,False,True,False,True,False,False,False
2269,0,0,0,0,1,1,0,0,0,0,0,0,0,0,733,314,1,True,False,False,False,False,False,True
2270,0,1,0,0,3,1,0,0,0,1,0,1,0,1,1032,905,1,True,False,False,False,False,True,False
2271,0,1,0,0,40,1,0,0,0,0,0,1,1,1,1124,4726,0,True,False,False,False,False,True,False
2272,1,0,0,1,1,1,0,0,0,1,0,0,0,1,373,187,0,False,False,False,False,False,True,False
2273,1,0,1,0,30,1,0,0,0,0,0,0,0,0,25,1755,0,False,True,True,False,True,False,False
2274,1,0,1,1,23,1,0,1,0,0,1,1,1,1,1278,3940,1,True,False,False,False,False,True,False
2275,1,0,1,1,1,1,1,0,0,0,0,0,0,1,797,342,1,True,False,False,False,False,True,False
2276,0,1,1,0,44,1,1,0,0,1,1,1,1,0,1358,5142,0,True,False,False,False,False,True,False
2277,1,0,0,0,65,1,1,0,1,1,1,1,1,1,1453,6183,1,True,False,False,False,False,True,False
2278,0,1,0,0,7,1,0,1,0,0,0,0,0,1,342,1248,0,False,False,False,False,False,True,False
2279,1,1,0,0,72,1,1,0,0,0,0,0,0,1,94,3517,0,False,True,False,True,True,False,False
2280,0,1,0,0,8,1,1,0,0,0,1,1,1,1,1284,2319,0,True,False,False,False,True,False,False
2281,0,0,0,0,16,1,1,0,0,1,0,0,1,1,632,2531,1,False,False,False,False,True,False,False
2282,1,1,1,1,66,1,1,0,0,1,0,1,1,1,1271,6139,1,True,False,False,False,True,False,False
2283,1,0,0,0,1,1,0,0,0,0,0,0,0,1,745,321,1,True,False,False,False,False,False,True
2284,1,0,0,1,3,1,0,1,0,1,0,0,0,0,477,700,0,False,False,False,False,False,False,True
2285,1,0,1,0,53,1,1,1,0,1,0,0,1,0,1166,5416,1,True,False,False,False,False,True,False
2286,1,1,1,0,8,1,0,0,0,1,1,0,1,1,616,1765,0,False,False,False,False,True,False,False
2287,1,1,1,0,69,1,1,0,1,1,1,1,1,1,1439,6291,1,True,False,False,True,False,False,False
2288,0,0,0,0,5,1,0,0,1,0,0,1,0,1,1001,1435,0,True,False,False,False,False,False,True
2289,0,0,1,1,72,1,1,1,0,1,1,1,1,0,1422,6359,0,True,False,False,True,False,False,True
2290,0,0,1,0,13,0,0,0,0,1,0,1,1,1,351,1852,1,False,False,False,False,False,False,False
2291,0,0,0,0,4,1,1,0,0,0,0,1,0,1,1008,1196,1,True,False,False,False,False,True,False
2292,0,0,1,1,54,1,1,1,1,1,1,1,1,0,1119,5384,0,False,False,False,True,True,False,False
2293,1,0,1,0,72,1,1,0,1,1,1,1,1,0,1014,5903,0,False,False,False,True,False,False,False
2294,1,0,0,0,12,1,1,0,1,1,0,1,1,1,1409,2845,1,True,False,False,False,False,True,False
2295,1,0,0,0,1,0,0,0,0,0,0,0,0,1,95,60,1,False,False,False,False,False,True,False
2296,1,1,0,0,1,1,0,0,0,0,0,0,0,0,309,150,0,False,False,False,False,False,True,False
2297,0,0,1,0,54,1,1,0,1,1,1,1,1,0,1476,5783,1,True,False,True,False,False,True,False
2298,1,0,1,1,69,1,1,0,0,1,0,0,0,1,884,5563,0,True,False,False,True,True,False,False
2299,0,0,0,0,48,1,0,1,1,0,0,0,0,0,469,4138,0,False,False,False,True,True,False,False
2300,0,0,1,1,48,1,1,1,1,0,0,1,1,1,1341,5423,1,True,False,True,False,True,False,False
2301,0,0,1,0,8,1,1,0,0,0,1,0,1,1,1098,2047,0,True,False,False,False,False,True,False
2302,1,0,1,1,71,1,1,1,1,1,1,1,1,1,1118,6065,0,False,False,False,True,False,False,True
2303,1,0,0,0,2,1,0,1,0,0,0,0,0,1,338,469,1,False,False,False,False,False,True,False
2304,1,0,1,0,67,1,0,1,1,0,0,1,1,1,1299,6115,0,True,False,True,False,True,False,False
2305,1,0,1,1,34,1,1,0,1,0,0,1,1,1,1236,4581,0,True,False,False,False,False,False,False
2306,0,0,0,0,3,1,0,0,0,0,0,0,0,1,712,845,0,True,False,False,False,False,True,False
2307,0,0,1,1,9,1,0,0,1,0,1,1,0,1,640,1783,0,False,False,True,False,False,False,True
2308,1,0,1,1,71,1,0,1,1,1,0,1,1,1,1368,6284,0,True,False,True,False,False,False,False
2309,1,0,0,0,57,1,1,0,0,0,1,1,0,1,1102,5493,0,True,False,False,True,True,False,False
2310,1,0,0,0,72,0,0,1,1,1,1,1,1,1,602,5128,0,False,False,False,True,False,False,False
2311,0,1,1,1,48,1,0,1,0,1,1,1,1,1,1365,5436,0,True,False,False,False,False,True,False
2312,1,0,0,0,18,1,0,0,0,0,0,0,0,0,31,1381,0,False,True,True,False,False,False,True
2313,1,0,1,1,43,1,1,0,0,1,1,1,1,1,1361,5119,0,True,False,True,False,True,False,False
2314,0,0,1,1,72,1,1,1,1,1,1,1,1,1,1153,6096,0,False,False,False,True,False,False,False
2315,1,0,1,1,35,1,1,0,0,0,1,1,1,1,776,4165,0,False,False,True,False,False,False,False
2316,1,0,0,0,4,1,0,0,0,0,0,0,0,0,43,327,0,False,True,False,False,False,False,True
2317,0,0,1,1,49,1,1,0,0,0,0,0,0,0,97,2777,0,False,True,False,True,False,False,True
2318,0,0,1,1,71,1,1,1,1,1,0,1,0,0,1291,6210,0,True,False,False,True,False,False,False
2319,1,0,1,1,11,1,0,0,0,0,0,1,1,0,1105,2489,0,True,False,False,False,False,True,False
2320,1,0,1,1,63,1,1,1,1,1,1,1,1,1,1081,5648,0,False,False,False,True,True,False,False
2321,0,1,0,0,65,1,1,0,1,1,0,1,0,1,1197,5923,0,True,False,False,False,False,False,False
2322,0,0,0,1,49,1,0,0,0,0,0,0,0,0,38,2502,0,False,True,False,True,True,False,False
2323,0,0,0,0,29,1,1,0,0,1,0,1,1,1,1254,4310,1,True,False,False,False,True,False,False
2324,0,1,1,0,15,1,1,0,0,1,1,0,0,1,957,2849,1,True,False,False,False,False,True,False
2325,0,0,1,1,4,1,0,0,0,0,0,0,0,1,28,415,0,False,True,False,False,False,True,False
2326,0,0,1,0,72,1,1,0,1,1,1,1,1,0,1453,6403,0,True,False,True,False,True,False,False
2327,0,1,1,0,26,1,0,0,0,1,0,1,0,1,1009,3759,0,True,False,False,False,True,False,False
2328,0,1,1,0,35,1,1,0,0,1,0,1,1,0,1320,4605,0,True,False,False,False,False,False,False
2329,0,0,0,0,57,1,1,0,1,0,1,0,1,0,1182,5592,0,True,False,True,False,False,True,False
2330,1,0,1,1,28,1,1,0,1,0,0,0,1,0,616,3535,0,False,False,False,False,False,True,False
2331,0,0,1,0,25,1,1,0,0,0,0,0,0,1,122,2024,0,False,True,True,False,False,False,True
2332,0,0,1,0,47,1,0,1,0,1,0,1,0,1,648,4365,0,False,False,True,False,True,False,False
2333,0,0,1,1,57,1,1,1,1,0,1,0,0,0,632,4733,0,False,False,False,False,False,False,False
2334,1,1,1,0,16,1,1,0,0,0,0,1,0,1,996,3055,0,True,False,False,False,True,False,False
2335,1,0,0,0,5,1,0,1,0,1,0,0,0,1,475,1077,0,False,False,False,False,False,False,True
2336,1,0,1,0,17,1,0,0,0,0,0,0,0,1,723,2781,1,True,False,False,False,False,False,False
2337,0,1,0,0,56,1,1,0,1,1,0,1,1,1,1370,5609,1,True,False,True,False,False,False,False
2338,1,0,1,1,72,1,0,0,0,0,0,0,0,0,28,2950,0,False,True,False,True,False,False,False
2339,0,1,0,0,21,1,1,0,0,0,0,1,1,1,1173,3690,1,True,False,False,False,False,True,False
2340,0,0,1,1,48,0,0,1,0,1,0,0,1,0,305,3846,0,False,False,True,False,True,False,False
2341,0,0,1,0,68,1,1,1,1,1,1,1,1,0,1543,6411,0,True,False,False,True,False,False,False
2342,0,0,0,0,30,1,1,1,0,0,1,1,1,0,1403,4483,0,True,False,False,False,False,False,False
2343,0,0,1,0,3,1,0,0,0,0,0,0,0,1,327,599,0,False,False,False,False,False,False,True
2344,0,1,0,0,14,0,0,1,0,1,1,0,0,0,238,1960,0,False,False,False,True,False,False,True
2345,0,0,0,1,4,1,0,0,0,0,0,0,0,1,30,433,0,False,True,False,False,False,False,False
2346,0,0,1,1,71,1,1,0,1,1,0,0,1,1,1203,6151,0,True,False,False,True,True,False,False
2347,1,0,1,1,8,1,1,0,0,0,0,0,0,0,80,855,0,False,True,True,False,False,False,True
2348,1,0,1,1,61,0,0,1,0,1,0,0,0,0,170,3796,0,False,False,False,False,False,False,False
2349,1,0,1,1,72,1,1,0,1,1,1,0,0,0,1102,6055,0,True,False,False,True,False,False,False
2350,0,0,0,0,5,1,1,0,0,0,0,1,0,1,975,1444,0,True,False,False,False,False,True,False
2351,0,0,0,0,49,1,0,1,1,1,1,0,0,0,667,4530,0,False,False,False,True,False,False,False
2352,1,0,0,0,8,1,0,0,0,0,0,0,0,1,23,747,0,False,True,False,False,False,False,False
2353,1,0,0,0,3,1,0,0,0,0,0,0,1,1,907,1013,0,True,False,False,False,False,True,False
2354,1,0,1,1,9,1,0,0,0,0,0,0,0,0,21,835,0,False,True,False,True,False,False,True
2355,1,0,1,1,67,1,0,1,1,0,0,0,0,1,443,4802,0,False,False,False,True,False,False,False
2356,1,0,0,0,46,1,0,0,0,0,0,0,0,1,309,3756,0,False,False,False,False,True,False,False
2357,0,0,1,0,67,1,1,1,1,1,0,0,1,0,809,5433,0,False,False,True,False,False,False,True
2358,0,0,1,0,55,1,0,0,0,0,0,0,0,0,23,2681,0,False,True,True,False,False,True,False
2359,1,0,1,0,33,1,1,1,1,1,0,1,0,1,763,4022,0,False,False,False,False,False,False,False
2360,1,0,1,1,62,1,0,0,0,0,0,0,0,0,30,2861,0,False,True,False,True,True,False,False
2361,0,0,0,1,1,1,0,0,0,0,0,0,0,0,324,162,1,False,False,False,False,False,False,True
2362,1,0,1,1,49,0,0,1,0,0,0,0,1,1,229,3569,0,False,False,False,False,False,True,False
2363,1,0,0,0,1,1,0,0,0,0,0,0,0,1,300,142,0,False,False,False,False,False,True,False
2364,1,0,1,0,14,1,1,0,1,1,0,0,0,1,950,2741,0,True,False,False,False,False,True,False
2365,1,1,0,0,18,1,1,0,0,1,1,1,0,0,1166,3465,0,True,False,False,False,False,False,False
2366,0,1,0,0,1,1,0,0,0,0,0,0,0,1,718,299,1,True,False,False,False,False,True,False
2367,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1006,434,1,True,False,False,False,True,False,False
2368,0,0,1,0,72,1,1,1,1,1,1,1,1,1,1573,6522,0,True,False,False,True,True,False,False
2369,1,0,0,0,64,1,1,1,0,1,1,0,1,0,1266,6049,0,True,False,False,True,True,False,False
2370,1,0,1,0,69,1,1,1,1,1,1,1,1,1,1509,6406,0,True,False,False,True,False,False,False
2371,0,0,0,0,1,1,1,0,0,0,0,0,0,1,106,66,0,False,True,False,False,False,True,False
2372,1,0,1,1,71,1,1,1,1,1,1,1,1,0,1099,5944,0,False,False,False,True,True,False,False
2373,0,0,1,1,66,1,0,0,0,0,1,0,0,1,364,4505,0,False,False,True,False,True,False,False
2374,1,0,0,0,2,1,0,0,0,0,0,0,0,0,17,197,0,False,True,False,False,False,False,True
2375,0,1,1,0,71,1,0,1,1,1,1,1,1,1,1463,6431,0,True,False,False,True,False,False,False
2376,1,0,0,0,11,1,0,0,1,0,0,1,0,1,568,2018,0,False,False,True,False,False,True,False
2377,1,0,0,1,47,1,0,1,1,0,0,0,0,1,465,4154,0,False,False,False,False,False,True,False
2378,0,0,1,0,35,1,0,0,0,0,0,0,0,1,721,3997,1,True,False,False,False,False,True,False
2379,1,1,1,0,32,1,1,0,1,1,0,1,1,0,1402,4644,1,True,False,False,False,False,False,False
2380,1,0,1,1,60,1,1,0,1,0,1,1,1,1,1350,5824,0,True,False,False,False,False,False,False
2381,1,0,0,0,11,1,0,0,0,0,0,0,0,0,19,928,0,False,True,True,False,False,False,True
2382,0,0,0,0,29,0,0,1,1,0,1,0,0,0,234,2595,0,False,False,True,False,True,False,False
2383,1,0,1,1,21,0,0,0,0,0,0,0,0,1,113,1734,0,False,False,False,False,False,True,False
2384,1,1,1,0,48,1,1,0,0,1,0,0,1,1,1114,5086,0,True,False,False,False,True,False,False
2385,0,0,0,1,3,0,0,0,1,0,0,0,0,0,138,455,0,False,False,False,False,False,False,True
2386,0,0,1,1,43,1,0,0,1,0,0,0,0,0,380,3821,0,False,False,False,False,False,False,True
2387,1,0,0,0,5,1,1,0,1,1,0,1,1,0,1381,1704,0,True,False,False,False,False,True,False
2388,0,0,0,0,1,1,0,0,0,0,0,0,1,1,468,228,0,False,False,False,False,False,True,False
2389,1,0,1,1,71,1,1,1,0,1,1,1,1,0,1004,5952,0,False,False,True,False,False,True,False
2390,0,0,1,1,8,1,0,0,0,0,0,0,0,0,25,711,0,False,True,True,False,False,True,False
2391,1,0,0,0,8,1,1,0,0,0,0,1,0,1,529,1466,0,False,False,False,False,False,True,False
2392,1,0,0,0,20,1,1,0,0,1,0,1,0,1,1107,3505,0,True,False,False,False,True,False,False
2393,0,0,1,1,33,1,1,1,0,1,0,1,1,1,1349,4614,1,True,False,True,False,False,False,True
2394,1,0,0,0,71,1,1,0,1,0,0,0,0,1,881,5626,0,True,False,True,False,True,False,False
2395,0,1,1,0,31,1,1,0,0,1,0,1,0,1,1107,4250,0,True,False,True,False,False,True,False
2396,0,1,1,0,38,1,1,1,1,0,0,0,1,0,1188,4685,0,True,False,True,False,True,False,False
2397,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1060,443,1,True,False,False,False,False,True,False
2398,0,0,1,1,2,0,0,0,1,0,0,0,0,1,149,266,0,False,False,False,False,False,False,True
